Auteur ou autrice,Genre,Feuille,Jeu de données,Nom normalisé,data_id,dataset_id_FK,author_id_FK,year,details,src,id_bnf,id_wikidata,id_isni,gender,pseudonym,first_name,last_name,date_of_birth,date_of_death,birth_location,death_location,birth_coordinates,death_coordinates,url_ville
Emily Brontë,F,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Emily Brontë,64,3,80137,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,118941463,80137,0000 0001 2144 6173,féminin,,,,1818-07-30T00:00:00Z,1848-12-19T00:00:00Z,#N/A,Haworth,#N/A,-1.955146 53.831502,#N/A
Ivan Tourgueniev,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Ivan Tourgueniev,65,3,42831,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119269157,42831,0000 0001 2129 6582,masculin,,,,1818-11-09T00:00:00Z,1883-09-03T00:00:00Z,Orel,Bougival,36.069444444 52.968611111,2.139444444 48.865,http://www.orel-adm.ru/
Rutebeuf,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Rutebeuf,66,3,918599,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11923150t,918599,0000 0001 2138 6422,masculin,,,,1230-01-01T00:00:00Z,1285-01-01T00:00:00Z,#N/A,#N/A,#N/A,#N/A,#N/A
François Villon,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,François Villon,67,3,849,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119284140,849,0000 0001 2119 2791,masculin,,,,1431-04-10T00:00:00Z,1463-01-01T00:00:00Z,Paris,France,2.351388888 48.856944444,2.0 47.0,https://www.paris.fr/
Louise Labé,F,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Louise Labé,68,3,237098,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119103702,237098,0000 0001 2102 0914,féminin,,,,1524-01-01T00:00:00Z,1566-05-05T00:00:00Z,Lyon,Parcieux,4.841388888 45.758888888,4.825277777 45.915555555,http://www.lyon.fr/
Joachim du Bellay,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Joachim du Bellay,69,3,18420,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,123220047,18420,0000 0001 2278 5556,masculin,,,,1522-01-01T00:00:00Z,1560-01-11T00:00:00Z,Liré,Paris,-1.164444444 47.343333333,2.351388888 48.856944444,
Pierre de Ronsard,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Pierre de Ronsard,70,3,49752,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11922538t,49752,0000 0001 2101 7491,masculin,,,,1524-09-21T00:00:00Z,1585-12-27T00:00:00Z,château de la Possonnière,La Riche,0.69194444 47.747,0.660555555 47.389166666,
Marceline Desbordes-Valmore,F,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Marceline Desbordes-Valmore,71,3,466987,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11899760h,466987,0000 0001 0876 1021,féminin,,,,1786-06-20T00:00:00Z,1859-07-23T00:00:00Z,Douai,Paris,3.079166666 50.370833333,2.351388888 48.856944444,http://www.ville-douai.fr
Alphonse de Lamartine,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Alphonse de Lamartine,72,3,188697,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119108008,188697,0000 0001 2144 1161,masculin,,,,1790-10-21T00:00:00Z,1869-02-28T00:00:00Z,Mâcon,Paris,4.831944444 46.306666666,2.351388888 48.856944444,http://www.macon.fr
Victor Hugo,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Victor Hugo,73,3,535,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11907966z,535,0000 0001 2120 0982,masculin,,,,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
Gérard de Nerval,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Gérard de Nerval,74,3,191305,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11887103b,191305,0000 0001 2124 3763,masculin,,,,1808-05-22T00:00:00Z,1853-01-26T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Alfred de Musset,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Alfred de Musset,75,3,179680,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119172903,179680,0000 0001 2133 4059,masculin,,,,1810-12-11T00:00:00Z,1857-05-02T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Charles Baudelaire,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Charles Baudelaire,76,3,501,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,118905823,501,0000 0001 2122 1863,masculin,,,,1821-04-09T00:00:00Z,1867-08-30T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Paul Verlaine,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Paul Verlaine,77,3,755,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119279849,755,0000 0001 2118 5217,masculin,,,,1844-03-30T00:00:00Z,1896-01-08T00:00:00Z,Metz,Paris,6.176944444 49.119722222,2.351388888 48.856944444,http://www.metz.fr
Arthur Rimbaud,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Arthur Rimbaud,78,3,493,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119219976,493,0000 0001 2119 2660,masculin,,,,1854-10-20T00:00:00Z,1891-11-10T00:00:00Z,Charleville,Marseille,4.7200227 49.772479,5.376388888 43.296666666,
Jules Laforgue,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Jules Laforgue,79,3,380275,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119106252,380275,0000 0001 0886 1823,masculin,,,,1860-08-16T00:00:00Z,1887-08-20T00:00:00Z,Montevideo,Paris,-56.166666666 -34.866666666,2.351388888 48.856944444,http://www.montevideo.gub.uy
Charles Péguy,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Charles Péguy,80,3,334965,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11918933f,334965,0000 0001 2276 072X,masculin,,,,1873-01-07T00:00:00Z,1914-09-05T00:00:00Z,Orléans,Le Plessis-l'Évêque,1.904166666 47.902222222,2.784166666 49.008333333,http://www.orleans.fr
Anna de Noailles,F,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Anna de Noailles,81,3,6050,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11917766m,6050,0000 0001 2144 2551,féminin,,,,1876-11-15T00:00:00Z,1933-04-30T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Guillaume Apollinaire,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Guillaume Apollinaire,82,3,133855,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11888978p,133855,0000 0001 2137 1423,masculin,,,,1880-08-26T00:00:00Z,1918-11-10T00:00:00Z,Rome,Paris,12.482777777 41.893055555,2.351388888 48.856944444,https://www.comune.roma.it/
Marie Noël,F,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Marie Noël,83,3,195050,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11917791t,195050,0000 0001 1933 0446,féminin,,,,1883-02-16T00:00:00Z,1967-12-23T00:00:00Z,Auxerre,Auxerre,3.566944444 47.7975,3.566944444 47.7975,https://www.auxerre.fr/
Jules Supervielle,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Jules Supervielle,84,3,732569,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119257592,732569,0000 0001 0890 9946,masculin,,,,1884-01-16T00:00:00Z,1960-05-17T00:00:00Z,Montevideo,Paris,-56.166666666 -34.866666666,2.351388888 48.856944444,http://www.montevideo.gub.uy
Paul Eluard,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Paul Éluard,85,3,152176,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11886231m,152176,0000 0001 2139 2910,masculin,,,,1895-12-04T00:00:00Z,1952-11-18T00:00:00Z,Saint-Denis,Charenton-le-Pont,2.353888888 48.935555555,2.411944444 48.821388888,http://ville-saint-denis.fr
Louis Aragon,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Louis Aragon,86,3,4128,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119347816,4128,0000 0001 2095 5515,masculin,,,,1897-10-03T00:00:00Z,1982-12-24T00:00:00Z,16e arrondissement de Paris,7e arrondissement de Paris,2.276488888 48.863611111,2.312777777 48.859166666,http://www.mairie16.paris.fr/
Georges Schéhadé,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Georges Schéhadé,87,3,1393458,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11923933f,1393458,0000 0001 2130 6920,masculin,,,,1905-11-02T00:00:00Z,1989-01-17T00:00:00Z,Alexandrie,Paris,29.916666666 31.2,2.351388888 48.856944444,http://www.alexandria.gov.eg/
François Cheng,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,François Cheng,88,3,469459,2008,Programme collège - quatrième,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11896528r,469459,0000 0001 2146 2931,masculin,,,,1929-08-30T00:00:00Z,,Nanchang,#N/A,115.887222 28.684167,#N/A,http://www.nc.gov.cn/
Molière,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Molière,89,3,687,2008,Programme collège - quatrième : Les Précieuses ridicules / Georges Dandin / L’Avare,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11916418p,687,0000 0001 2319 7131,masculin,,,,1622-01-15T00:00:00Z,1673-02-17T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Pierre Corneille,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Pierre Corneille,90,3,747,2008,Programme collège - quatrième : Le Cid,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11897704j,747,0000 0001 2129 6128,masculin,,,,1606-06-06T00:00:00Z,1684-10-01T00:00:00Z,Rouen,Paris,1.1025 49.443055555,2.351388888 48.856944444,http://www.rouen.fr
Alfred de Musset,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Alfred de Musset,91,3,179680,2008,Programme collège - quatrième : Les Caprices de Marianne / Fantasio / On ne badine pas avec l’amour,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119172903,179680,0000 0001 2133 4059,masculin,,,,1810-12-11T00:00:00Z,1857-05-02T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Victor Hugo,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Victor Hugo,92,3,535,2008,Programme collège - quatrième : une pièce du Théâtre en liberté,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11907966z,535,0000 0001 2120 0982,masculin,,,,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
Edmond Rostand,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Edmond Rostand,93,3,202749,2008,Programme collège - quatrième : Cyrano de Bergerac,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11922688n,202749,0000 0001 2095 5216,masculin,,,,1868-04-01T00:00:00Z,1918-12-02T00:00:00Z,Marseille,Paris,5.376388888 43.296666666,2.351388888 48.856944444,http://www.marseille.fr
Jean Anouilh,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Jean Anouilh,94,3,179025,2008,Programme collège - quatrième : une pièce « rose » ou une pièce « grinçante »,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,118888981,179025,0000 0001 2133 354X,masculin,,,,1910-06-23T00:00:00Z,1987-10-03T00:00:00Z,Bordeaux,Lausanne,-0.579444444 44.837777777,6.633333333 46.533333333,http://www.bordeaux.fr
Colette,F,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Colette,95,3,218679,2008,Programme collège - troisième : Sido / La Maison de Claudine,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119298072,218679,0000 0001 2138 0055,féminin,,,,1873-01-28T00:00:00Z,1954-08-03T00:00:00Z,Saint-Sauveur-en-Puisaye,Paris,3.197222222 47.618333333,2.351388888 48.856944444,http://www.saint-sauveur-en-puisaye.fr
Albert Cohen,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Albert Cohen,96,3,123553,2008,Programme collège - troisième : Le Livre de ma mère,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,118971711,123553,0000 0001 1558 1686,masculin,,,,1895-08-16T00:00:00Z,1981-10-17T00:00:00Z,Corfou,Genève,19.82 39.623888888,6.15 46.2,http://www.kerkyra.gr/
Nathalie Sarraute,F,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Nathalie Sarraute,97,3,297758,2008,Programme collège - troisième : Enfance,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119237227,297758,0000 0001 2145 2725,féminin,,,,1900-07-18T00:00:00Z,1999-09-19T00:00:00Z,Ivanovo,Paris,41.0 57.0,2.351388888 48.856944444,http://ivgoradm.ru/
Fred Uhlman,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Fred Uhlman,98,3,215937,2008,Programme collège - troisième : L’Ami retrouvé,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,119273165,215937,0000 0001 1031 5098,masculin,,,,1901-01-19T00:00:00Z,1985-01-01T00:00:00Z,Stuttgart,Londres,9.1775 48.776111111,-0.1275 51.507222222,http://www.stuttgart.de
Hervé Bazin,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Hervé Bazin,99,3,358479,2008,Programme collège - troisième : Vipère au poing,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,120425035,358479,0000 0001 2103 7900,masculin,,,,1911-04-17T00:00:00Z,1996-02-17T00:00:00Z,Angers,Angers,-0.555555555 47.472777777,-0.555555555 47.472777777,http://www.angers.fr
Alain Fournier,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Alain-Fournier,100,3,298394,2008,Programme collège - troisième : Le Grand Meaulnes,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11888266r,298394,0000 0001 2127 1975,masculin,,,,1886-10-03T00:00:00Z,1914-09-22T00:00:00Z,La Chapelle-d'Angillon,Les Éparges,2.433055555 47.363333333,5.593888888 49.065,
Romain Gary,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Romain Gary,101,3,157322,2008,Programme collège - troisième : La Promesse de l’aube,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11904228r,157322,0000 0001 2126 4468,masculin,,,,1914-05-21T00:00:00Z,1980-12-02T00:00:00Z,Vilnius,Paris,25.283333333 54.683333333,2.351388888 48.856944444,https://www.vilnius.lt/
Italo Calvino,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Italo Calvino,102,3,154756,2008,Programme collège - troisième : Le Baron perché,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11894897x,154756,0000 0001 2117 119X,masculin,,,,1923-10-15T00:00:00Z,1985-09-19T00:00:00Z,Santiago de las Vegas,Sienne,-82.37805556 22.9775,11.331388888 43.318333333,
Driss Chraïbi,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Driss Chraibi,103,3,379960,2008,"Programme collège - troisième : La Civilisation, ma mère !",http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,118968037,379960,0000 0001 2101 2869,masculin,,,,1926-07-15T00:00:00Z,2007-04-01T00:00:00Z,El Jadida,Crest,-8.5228 33.2342,5.022222222 44.728333333,http://www.eljadida.com
Camara Laye,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Camara Laye,104,3,1371169,2008,Programme collège - troisième : L’Enfant noir,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11894907d,1371169,0000 0001 1850 7406,masculin,,,,1924-01-01T00:00:00Z,1980-02-04T00:00:00Z,Kouroussa,Dakar,-9.88333333 10.65,-17.457222222 14.731944444,
Amos Oz,M,autrices-auteurs-programmes-secondaire-superieur,Programmes du collège,Amos Oz,105,3,151872,2008,Programme collège - troisième : Soudain dans la forêt profonde,http://media.education.gouv.fr/file/special_6/21/8/programme_francais_general_33218.pdf,11918326h,151872,0000 0001 2100 7576,masculin,,,,1939-05-04T00:00:00Z,2018-12-28T00:00:00Z,Jérusalem,Petah Tikva,35.216666666 31.783333333,34.883333333 32.083333333,https://www.jerusalem.muni.il/
